Folio,Periodo,Genero,Nivel,Entrada,PNA,PAA,Admitido,PrepaTEC,Perfil,Inscrito,P_Beca,P_Prestamo,Edad,Nivel_SE,Rezago,Tipo_Zona,Solicitud_B,FGS,Papas_Exatec,Foraneo,Intencion
CBDJGJB,AD19,F,Profesional,NEG,92.4,1370,1,NO,Perfil A+,Si,0.4,0,20,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJGJC,AD19,M,Profesional,IIT,93,1250,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGJD,AD19,F,Profesional,ESC,94.38,1430,1,NO,Perfil A+,Si,0.4,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJGJF,AD19,M,Profesional,NEG,83.5,1210,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGJG,AD19,F,Profesional,IBQ,97.5,1300,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGJH,AD19,M,Profesional,CIS,95,1410,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CBDJGJI,AD19,M,Profesional,AMC,89.7,1270,1,NO,Perfil A,Si,0,0,18,4,Bajo,Urbano,No,Si,Sin información,Local,No aplica
CBDJGJJ,AD19,M,Profesional,IBQ,91.09,1450,1,NO,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJGJK,AD19,M,Profesional,NEG,83.86,1210,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGKB,AD19,F,Profesional,NEG,90,1330,1,NO,Perfil A,No,0,0,20,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGKC,AD19,F,Profesional,NEG,87.5,1310,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Local,No aplica
CBDJGKD,AD19,F,Profesional,NEG,83.66,1240,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CBDJGKE,AD19,M,Profesional,IIT,92.5,1390,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGKF,AD19,M,Profesional,NEG,89.5,1470,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGKG,AD19,F,Profesional,CIS,87,1200,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGKH,AD19,M,Profesional,CIS,80.5,1400,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJGKI,AD19,M,Profesional,ICT,97.5,1230,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJGKJ,AD19,M,Profesional,IIT,87,1340,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJGKK,AD19,M,Profesional,NEG,92.5,1400,1,NO,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,No,Foraneo Local,No aplica
CBDJHBB,AD19,F,Profesional,NEG,85.5,1170,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHBC,AD19,F,Profesional,IIT,89,1260,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHBD,AD19,F,Profesional,IIT,96,1450,1,NO,Perfil A+,No,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHBE,AD19,M,Profesional,IIT,85.7,1340,1,NO,Perfil A,Si,0.2,0.2,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHBF,AD19,F,Profesional,ICT,82,1230,1,NO,Perfil A,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHBG,AD19,M,Profesional,NEG,94.5,1210,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHBH,AD19,M,Profesional,AMC,84,1320,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHBI,AD19,F,Profesional,NEG,94,1480,1,NO,Perfil A+,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHBJ,AD19,F,Profesional,CIS,90,1370,1,NO,Perfil A+,No,0,0,18,6,Bajo,Urbano,No,No,Sin información,Local,No aplica
CBDJHBK,AD19,M,Profesional,NEG,83,1420,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
CBDJHCB,AD19,M,Profesional,IBQ,86,1540,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCC,AD19,M,Profesional,NEG,80.3,1270,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCD,AD19,F,Profesional,IIT,94,1430,1,NO,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHCE,AD19,F,Profesional,NEG,82,1240,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCF,AD19,M,Profesional,NEG,91.33,1470,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCG,AD19,M,Profesional,ESC,84,1370,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCH,AD19,M,Profesional,NEG,84,1290,1,NO,Perfil A,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCI,AD19,M,Profesional,IBQ,82,1420,1,NO,Perfil A,Si,0,0,19,4,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCJ,AD19,M,Profesional,NEG,82.59,1200,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHCK,AD19,F,Profesional,NEG,90.67,1350,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHDB,AD19,F,Profesional,IBQ,98.5,1370,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHDD,AD19,F,Profesional,ESC,93.84,1340,1,NO,Perfil A,Si,0.9,0,19,Sin información,Sin información,Urbano,Si,No,No,Foraneo Local,No aplica
CBDJHDE,AD19,F,Profesional,NEG,85,1410,1,NO,Perfil A,Si,0.25,0.25,18,Sin información,Sin información,Urbano,Si,No,Sin información,Local,No aplica
CBDJHDF,AD19,F,Profesional,ESC,92,1320,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHDG,AD19,F,Profesional,IIT,92,1320,1,NO,Perfil A,No,0.2,0.2,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHDH,AD19,F,Profesional,ESC,95.6,1400,1,NO,Perfil A+,No,0.55,0.25,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHDI,AD19,F,Profesional,ESC,97.9,1400,1,NO,Perfil A+,No,0.55,0.25,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHDJ,AD19,F,Profesional,IIT,88,1170,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHDK,AD19,M,Profesional,IIT,84,1370,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEB,AD19,M,Profesional,IBQ,83.5,1410,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEC,AD19,F,Profesional,NEG,90.3,1250,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,No aplica
CBDJHED,AD19,M,Profesional,NEG,91.75,1230,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEE,AD19,M,Profesional,IIT,89,1440,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEF,AD19,F,Profesional,IBQ,91,1280,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEG,AD19,M,Profesional,IBQ,97,1560,1,NO,Perfil A+,Si,0.7,0,19,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CBDJHEH,AD19,F,Profesional,IBQ,90,1240,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEI,AD19,F,Profesional,CIS,87.5,1400,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHEJ,AD19,M,Profesional,ICT,90.4,1390,1,NO,Perfil A+,No,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHEK,AD19,F,Profesional,NEG,94.09,1320,1,NO,Perfil A,No,0,0,19,4,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHFB,AD19,F,Profesional,IIT,93,1500,1,NO,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHFC,AD19,F,Profesional,IIT,90,1290,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHFD,AD19,M,Profesional,AMC,84,1280,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHFE,AD19,F,Profesional,NEG,96.5,1400,1,NO,Perfil A+,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHFG,AD19,M,Profesional,IIT,84.01,1170,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHFH,AD19,M,Profesional,CIS,90,1220,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHFI,AD19,M,Profesional,IIT,98,1340,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CBDJHFJ,AD19,F,Profesional,IBQ,96.49,1270,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHFK,AD19,F,Profesional,IBQ,90.25,1360,1,NO,Perfil A+,Si,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Local,No aplica
CBDJHGB,AD19,M,Profesional,ICT,93.36,1440,1,NO,Perfil A+,Si,0.4,0,19,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHGC,AD19,M,Profesional,ICI,81.3,1340,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHGD,AD19,M,Profesional,NEG,83,1220,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,No aplica
CBDJHGE,AD19,M,Profesional,ICT,87.4,1330,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CBDJHGF,AD19,M,Profesional,IIT,90.5,1470,1,NO,Perfil A+,Si,0.9,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHGG,AD19,F,Profesional,IIT,96.5,1440,1,NO,Perfil A+,Si,0.4,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHGH,AD19,F,Profesional,ESC,80,1180,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHGI,AD19,M,Profesional,IIT,97.4,1470,1,NO,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHGJ,AD19,F,Profesional,IIT,85,1270,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHGK,AD19,M,Profesional,AMC,87,1370,1,NO,Perfil A,Si,0,0,19,4,Bajo,Urbano,No,No,Si,Local,No aplica
CBDJHHB,AD19,M,Profesional,IIT,82,1250,1,NO,Perfil A,No,0,0,18,Sin información,Alto,Rural,No,No,Sin información,Local,No aplica
CBDJHHC,AD19,M,Profesional,IIT,83,1260,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHHD,AD19,M,Profesional,ICI,94.5,1190,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHHE,AD19,F,Profesional,AMC,89.6,1420,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHHF,AD19,F,Profesional,NEG,95.29,1450,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CBDJHHG,AD19,M,Profesional,NEG,75,1370,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHHH,AD19,M,Profesional,NEG,79,1350,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHHI,AD19,M,Profesional,ICI,77.26,1290,1,NO,Perfil B,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHHJ,AD19,F,Profesional,ESC,75,1300,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,No aplica
CBDJHHK,AD19,M,Profesional,ESC,79,1460,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHIB,AD19,M,Profesional,NEG,77.8,1350,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHIC,AD19,M,Profesional,ESC,76.4,1400,1,NO,Perfil B,Si,0,0,19,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,No aplica
CBDJHID,AD19,F,Profesional,AMC,92.7,1150,1,NO,Perfil B,Si,0.8,0,19,Sin información,Sin información,Sin información,Si,Si,Sin información,Foraneo Local,No aplica
CBDJHIE,AD19,F,Profesional,NEG,89,1130,1,NO,Perfil B,No,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Local,No aplica
CBDJHIF,AD19,F,Profesional,NEG,89.1,1140,1,NO,Perfil B,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHIG,AD19,F,Profesional,CIS,91.7,1210,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHIH,AD19,F,Profesional,ESC,85.7,1180,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHII,AD19,M,Profesional,NEG,93,1190,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHIJ,AD19,M,Profesional,NEG,84,1380,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJB,AD19,M,Profesional,IIT,87,1240,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJC,AD19,M,Profesional,AMC,86.5,1320,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,Si,No,Foraneo Local,No aplica
CBDJHJD,AD19,F,Profesional,CIS,85.3,1290,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJE,AD19,M,Profesional,NEG,85.31,1200,1,NO,Perfil A,Si,0,0,18,5,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJF,AD19,M,Profesional,NEG,82.4,1320,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJG,AD19,M,Profesional,IIT,87.8,1230,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJH,AD19,M,Profesional,IIT,89,1469,1,NO,Perfil A,Si,0,0,21,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHJI,AD19,F,Profesional,NEG,95.3,1450,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHJJ,AD19,M,Profesional,NEG,87.4,1500,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHJK,AD19,F,Profesional,NEG,85,1230,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHKB,AD19,F,Profesional,NEG,94.9,1410,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHKC,AD19,M,Profesional,NEG,92.6,1320,1,NO,Perfil A,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHKD,AD19,M,Profesional,NEG,86.38,1350,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHKE,AD19,M,Profesional,NEG,85,1390,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHKF,AD19,F,Profesional,IIT,90.66,1400,1,NO,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHKG,AD19,M,Profesional,ICT,81,1260,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHKH,AD19,M,Profesional,ICT,83.5,1420,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJHKI,AD19,F,Profesional,NEG,82.2,1170,1,NO,Perfil A,Si,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJHKJ,AD19,M,Profesional,NEG,82,1190,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Local,No aplica
CBDJHKK,AD19,M,Profesional,NEG,80,1400,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJIBB,AD19,M,Profesional,IIT,100,1420,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIBC,AD19,F,Profesional,NEG,95,1380,1,NO,Perfil A+,No,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Local,No aplica
CBDJIBD,AD19,F,Profesional,NEG,87,1390,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIBE,AD19,F,Profesional,NEG,87.9,1200,1,NO,Perfil A,No,0,0,21,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJIBF,AD19,M,Profesional,NEG,96,1520,1,NO,Perfil A+,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIBG,AD19,M,Profesional,NEG,92,1390,1,NO,Perfil A+,Si,0.2,0,20,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No aplica
CBDJIBH,AD19,F,Profesional,NEG,96.64,1410,1,NO,Perfil A+,No,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIBI,AD19,M,Profesional,IIT,80.29,1260,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIBJ,AD19,M,Profesional,NEG,81.52,1190,1,NO,Perfil A,No,0,0,18,6,Bajo,Urbano,No,No,Si,Foraneo Local,No aplica
CBDJIBK,AD19,M,Profesional,NEG,82,1380,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICB,AD19,M,Profesional,NEG,81.26,1270,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICC,AD19,M,Profesional,IIT,82.01,1200,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICD,AD19,M,Profesional,NEG,89.3,1400,1,NO,Perfil A,Si,0,0,21,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICE,AD19,M,Profesional,IIT,89.68,1510,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICF,AD19,M,Profesional,IIT,85,1270,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICG,AD19,F,Profesional,NEG,90.3,1300,1,NO,Perfil A,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJICH,AD19,F,Profesional,NEG,81,1350,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJICI,AD19,M,Profesional,NEG,85,1290,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJICJ,AD19,M,Profesional,IIT,86.5,1270,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJICK,AD19,F,Profesional,ESC,92,1460,1,NO,Perfil A+,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIDB,AD19,M,Profesional,NEG,80.69,1270,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJIDC,AD19,F,Profesional,ESC,84,1320,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIDD,AD19,M,Profesional,ICT,82.39,1290,1,NO,Perfil A,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIDE,AD19,M,Profesional,NEG,90,1300,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIDF,AD19,M,Profesional,NEG,85,1210,1,NO,Perfil A,Si,0,0,19,6,Bajo,Semiurbano,No,Si,Sin información,Local,No aplica
CBDJIDG,AD19,F,Profesional,NEG,95.5,1330,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIDH,AD19,F,Profesional,NEG,88.5,1260,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CBDJIDI,AD19,M,Profesional,IIT,88.3,1510,1,NO,Perfil A,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIDJ,AD19,F,Profesional,ICT,83,1410,1,NO,Perfil A,Si,0,0,18,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,No aplica
CBDJIDK,AD19,M,Profesional,IIT,86,1370,1,NO,Perfil A,Si,0,0,19,4,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIEB,AD19,M,Profesional,NEG,91,1260,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIEC,AD19,M,Profesional,NEG,84,1340,1,NO,Perfil A,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CBDJIED,AD19,F,Profesional,NEG,83,1390,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
